name,sku,attribute_set,type,weight,model_0,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,manufacturer_name,equipment_type,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,category_ids,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery
HDS 4.8/30 Eh ST NG,hds_eh_st_ng_30,default,simple,,HDS 4.8/30 Eh ST NG,,1.109-741.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.8,3000,,,885,,KT6035R,,,32,,,,,10,1160,,208V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Eh ST NG,8395,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01.jpg,NG_Classic-01.jpg,NG_Classic-01.jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Ea ST NG,hds_ea_st_ng_23,default,simple,,HDS 5.0/23 Ea ST NG,,1.109-730.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,2300,,,856,,KT6035R,,,36,,,,,8.2,1200,,230V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Ea ST NG,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (18).jpg,NG_Classic-01 (18).jpg,NG_Classic-01 (18).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Eb ST NG,hds_eb_st_ng_23,default,simple,,HDS 5.0/23 Eb ST NG,,1.109-731.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,2300,,,856,,KT6035R,,,25,,,,,8.2,1200,,230V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Eb ST NG,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (18).jpg,NG_Classic-01 (18).jpg,NG_Classic-01 (18).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Ec ST NG,hds_ec_st_ng_23,default,simple,,HDS 5.0/23 Ec ST NG,,1.109-732.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,2300,,,856,,KT6035R,,,15,,,,,8.2,1200,,460V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Ec ST NG,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (19).jpg,NG_Classic-01 (19).jpg,NG_Classic-01 (19).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Ef ST NG,hds_ef_st_ng_23,default,simple,,HDS 5.0/23 Ef ST NG,,1.109-733.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,2300,,,856,,KD4020R,,,14,,1 ph,,,8.2,1200,,575V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Ef ST NG,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (20).jpg,NG_Classic-01 (20).jpg,NG_Classic-01 (20).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Eg ST NG,hds_eg_st_ng_23,default,simple,,HDS 5.0/23 Eg ST NG,,1.109-734.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,2300,,,856,,KM4035R,,,38,,1 ph,,,8.2,1200,,208V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Eg ST NG,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (21).jpg,NG_Classic-01 (21).jpg,NG_Classic-01 (21).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Eh ST NG,hds_eh_st_ng_23,default,simple,,HDS 5.0/23 Eh ST NG,,1.109-735.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,2300,,,856,,KM4035R,,,27,,3 ph,,,8.2,1200,,208V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Eh ST NG,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (22).jpg,NG_Classic-01 (22).jpg,NG_Classic-01 (22).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.5/20 Ea ST LP,hds_ea_st_lp_20,default,simple,,HDS 3.5/20 Ea ST LP,,1.109-756.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.5,2000,,,815,,KM4035R,,,25,,3 ph,,,5,1350,,230V,,,320000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/20 Ea ST LP,5995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Ea ST LP,hds_ea_st_lp_22,default,simple,,HDS 4.0/22 Ea ST LP,,1.109-757.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4,2200,,,843,,KM4035R,,,29,,1 ph,,,6.2,1250,,230V,,,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Ea ST LP,6795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Eb ST LP,hds_eb_st_lp_22,default,simple,,HDS 4.0/22 Eb ST LP,,1.109-758.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4,2200,,,843,,KM4035R,,,16,,1 ph,,,6.2,1250,,230V,,,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Eb ST LP,6795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Ec ST LP,hds_ec_st_lp_22,default,simple,,HDS 4.0/22 Ec ST LP,,1.109-759.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4,2200,,,843,,KM4035R,,,7,,3 ph,,,6.2,1250,,460V,,,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Ec ST LP,6795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Ef ST LP,hds_ef_st_lp_22,default,simple,,HDS 4.0/22 Ef ST LP,,1.109-760.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4,2200,,,843,,KM4035R,,,6.5,,3 ph,,,6.2,1250,,575V,,,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Ef ST LP,6995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Eg ST LP,hds_eg_st_lp_22,default,simple,,HDS 4.0/22 Eg ST LP,,1.109-761.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4,2200,,,843,,KM4035R,,,30,,3ph,,,6.2,1250,,208V,,,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Eg ST LP,6995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Eh ST LP,hds_eh_st_lp_22,default,simple,,HDS 4.0/22 Eh ST LP,,1.109-762.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4,2200,,,843,,KM4035R,,,18,,3ph,,,6.2,1250,,208V,,,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Eh ST LP,6995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Ea ST LP,hds_ea_st_lp_30_3,default,simple,,HDS 3.9/30 Ea ST LP,,1.109-764.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.9,3000,,,856,,KM4035R,,,36,,1ph,,,8.2,1225,,230V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Ea ST LP,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Eb ST LP,hds_eb_st_lp_30_3,default,simple,,HDS 3.9/30 Eb ST LP,,1.109-765.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.9,3000,,,856,,KM4035R,,,25,,,,,8.2,1225,,230V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Eb ST LP,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Ec ST LP,hds_ec_st_lp_30_3,default,simple,,HDS 3.9/30 Ec ST LP,,1.109-766.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.9,3000,,,856,,KM4035R,,,15,,,,,8.2,1225,,460V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Ec ST LP,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Ef ST LP,hds_ef_st_lp_30,default,simple,,HDS 3.9/30 Ef ST LP,,1.109-767.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.9,3000,,,856,,KT6035R,,,14,,,,,8.2,1225,,575V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Ef ST LP,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Eg ST LP,hds_eg_st_lp_30,default,simple,,HDS 3.9/30 Eg ST LP,,1.109-768.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.9,3000,,,856,,KT6035R,,,38,,,,,8.2,1225,,208V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Eg ST LP,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Eh ST LP,hds_eh_st_lp_30,default,simple,,HDS 3.9/30 Eh ST LP,,1.109-769.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.9,3000,,,856,,KT6035R,,,27,,,,,8.2,1225,,208V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Eh ST LP,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Ea ST LP,hds_ea_st_lp_30_4,default,simple,,HDS 4.8/30 Ea ST LP,,1.109-777.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.8,3000,,,885,,KT6035R,,,40,,,,,10,1160,,230V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Ea ST LP,8195,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Eb ST LP,hds_eb_st_lp_30_4,default,simple,,HDS 4.8/30 Eb ST LP,,1.109-778.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.8,3000,,,885,,KT6035R,,,26,,,,,10,1160,,230V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Eb ST LP,8195,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
