name,sku,attribute_set,type,weight,model_no,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,category_ids,equipment_type,manufacturer_name,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery,detailed_item_type,dimensions,weight_including_battery,vacuum_motor,battery,moisture_recovery_rate,dust_bag,max_area_perform,brush_rotation_speed,wheels,wheels_front,wheels_back,working_speed,motor_rating,noise_level,power_cable,waterlift_rating,electric_rating,hand_tube,power_rating_fan_pump,waste_container,battery_capacity,air_flow_rating,charger_voltage,brush_contact_pressure,construction,run_time,climbing_ability,battery_charge_time,sweeping_method,brush_rotate_speed_disc_roller,motor,operate_time_carpet_hard_surf,power_supply,brush_cont_press_disc_roller,heater,hose_length_diameter,tank_fresh_dirty,practical_area_performance,filtration_system,solution_flow,spray_pressure_back_pressure,vacuum_working_width,spray_rate,solution_capacity,pad_rotation_speed,optional_brushes,drive,brush_diameter,container_capacity,pad_working_width,brushes,working_width_two_side_brooms,fan_speed_levels,pad_diameter,steam_temp_pressure
"B 60/10 eco 24"" automop detail configuration",KE10067080,default,simple,44 lbs,"B 60/10 eco 24"" automop detail configuration",,1.006-708.0,Equipment,Floor Care & General Equipment,For Your Home,"4, 33",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/NoprNdWM4p0,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgTkxmN3MzMllmWmc/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$1,459.00",,,1000,1,1,4,B 60-10 eco detail config.jpg,B 60-10 eco detail config.jpg,B 60-10 eco detail config.jpg,B 60-10 eco Detail Configuration Breakdown 602 X 700.jpg;B 60-10 eco Squeegee Close (2).jpg;B 60-10 eco Squeegee Close 2 (2).jpg;B 60-10 eco Squeegee Close 3 (2).jpg;B 60-10 eco Fluid Close (2).jpg;B 60-10 eco Gray Water Close (2).jpg,Micro Scrubbers & Small Area,33” x 21” x 44”,,,,,,"15,840 ft2/h",,,,,,,52 dBa,,,,,,,,,,,,,,,,,,,,,,,2 / 2.5 gallons,,,,,25”,,,,,,,,24”,,,,,
BRS 40/1000 C,KE17833320,default,simple,,BRS 40/1000 C,16” inches,1.783-332.0,Equipment,Floor Care & General Equipment,For Your Home,"4, 33",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/REOZflqN2kM,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgYkZNNkNpazc0a1k/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$1,922.24",,,1000,1,1,4,BRS 40-1000 Main.jpg,BRS 40-1000 Main.jpg,BRS 40-1000 Main.jpg,BRS 40-1000 Bottom Picture.jpg;BRS 40-1000 C Operating 2.jpg;BRS 40-1000 C Operating.jpg,Micro Scrubbers & Small Area,20” x 18” x 47”,,,,,,"4,306 ft2 / hr",,,,,,1100 watts,73 dBA,24 Foot,,,,,,,,,,,,,,,,,,"115 V, 60 Hz",,,,,,,,,,,2.5 gallons,650 rpm,,,,,,"Two 16""- Cylindrical",,,,
BR 40/10 C Adv,KE17833120,default,simple,66 lbs (30 kg),BR 40/10 C Adv,16” inches,1.783-312.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/IcOWofNl0K8,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgSzFQQ3JYaGtRNVk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,340.23",,,1000,1,1,4,BR 40-10 Main.jpg,BR 40-10 Main.jpg,BR 40-10 Main.jpg,BR 40-10 Brushes.jpg;BR 40-10 C Adv Showroom.jpg;BR 40-10 C Adv Restaurant.jpg;BR 40-10 C Adv Pool.jpg,Micro Scrubbers & Small Area,20.5” x 18.5” x 47”,,.6 hp (500 W),,,,4300 ft2 / hr,650 rpm,,,,,,71 dBA,50‘,,,,,,,,,,,,,,,,,,,1.4 - 2.8 psi / 44 lbs - 88lbs,,,,,,.25-.3 gallons / min,,,,,,,,3.7” (96 mm),,,"Two 16""- Cylindrical",,,,
BR 30/4 C,KE17832210,default,simple,24 lbs,BR 30/4 C,12” inches,1.783-221.0,Equipment,Floor Care & General Equipment,For Your Home,"4, 33",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/NFpV_2QCiBM,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgdU0xZk5uZF9TSHM/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$1,577.39",,,1000,1,1,4,BR 30-4 Grey.jpg,BR 30-4 Grey.jpg,BR 30-4 Grey.jpg,BR 30-4 C Bottom.jpg;BR 30-4 C Solution Tank.jpg;BR 30-4 C Solution Tank.jpg;BR 30-4 C Kitchen.jpg,Micro Scrubbers & Small Area,15.4“ x 13“ x 46.5“,,1.1 hp (850 W),,,,"2,150 f2 (200 m2/h)",1550 rpm,,,,,1.1 hp (850 W),71 dBA,32.8‘,,,,,,,,,,,,,,,,,,,1.4 psi (100 g/cm2) / 16.5 lbs,,,1 gallon,,,.25-.3 gallons / min,,12”,,,,,,,,,"One, 12”- Cylindrical 2.4”",,,,
BR 35/12 C Bp,KE17834540,default,simple,77 lbs,BR 35/12 C Bp,14” inches,1.783-454.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE?list=UUb49W-MIH6TeripMLQHzI5Q,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgU1plTzdaSU1mbzQ/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$4,299.00",,,1000,1,1,4,BR 35-12 C Bp.jpg,BR 35-12 C Bp.jpg,BR 35-12 C Bp.jpg,BR 35-12 C Multiple Pic.jpg;BR 35-12 C Manuver Back.jpg;BR 35-12 C Manuver Left.jpg;BR 35-12 C Working Pic 2.jpg,Micro Scrubbers & Small Area,39” x 18” x 51”,77 lbs,,,,,"15,069 ft2/h","700 –1,500 rpm",,,,,,65 dBA,,,,,,,,,,,,66-90,,"1 (50%), 3 (100%) hours",,,,,,,,,3.2/3.2 gallons,,,,,"18""",,,,,,,,,,,,,
BD 40/12 C Bp,KE98412270,default,simple,141 lbs,BD 40/12 C Bp,15” inches,9.841-227.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE?list=UUb49W-MIH6TeripMLQHzI5Q,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgVFFpMG9Pc01xanM/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,599.00",,,1000,1,1,4,BD 40-12 Bp.jpg,BD 40-12 Bp.jpg,BD 40-12 Bp.jpg,BD 40-12 C Bp Control Close.jpg;BD 40-12 C Bp Head Close.jpg;BD 40-12 C Bp Transported.jpg;BD 40-12 C Bp General Store.jpg;BD 40-12 C Bp Gym.jpg,Micro Scrubbers & Small Area,30 x 15 x 22 inches,,,,,,,150 rpm,,,,,,,,,,,,,24 / 25 V/Ah,,220-240 / 50-60 V/Hz,,,,,,,,,,,,,,3/3 gallons,"8,880 ft2/h",,,,"18""",,,,,,,,,,,,,
BD 530 Bp Classic,KE11273810,default,simple,121 lbs (55 kg),BD 530 Bp Classic,18” inches,1.127-381.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE?list=UUb49W-MIH6TeripMLQHzI5Q,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgTzVoVktIYlp1V1U/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,478.20",,,1000,1,1,4,BD 530 Grey.jpg,BD 530 Grey.jpg,BD 530 Grey.jpg,BD 530 Simple Controls.jpg;BD 530 Batteries.jpg,Walk-Behind Scrubbers,49.5” x 22” x 42”,,,24 V,,,,140 rpm,,,,,600 W,70 dBA,,,,,,,,,,.4 psi / 94.7 lbs,,,,,,,,,,,,,10.5 gallon,"13,670 ft2/hr",,,,33.5”,,,,,,,,,,,,,
BR 530 Bp Classic,KE11273630,default,simple,121 lbs (55 kg),BR 530 Bp Classic,18” inches,1.127-363.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/zPmtulV6_rE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgTzVoVktIYlp1V1U/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,478.20",,,1000,1,1,4,BR 530 Grey.jpg,BR 530 Grey.jpg,BR 530 Grey.jpg,BD 530 Simple Controls (1).jpg;BD 530 Batteries (2).jpg,Walk-Behind Scrubbers,49.5” x 22” x 42”,,,24 V,,,"19,805 ft2/hr","1,500 rpm",,,,,600 W,70 dBA,,,,,,,,,,3.4 psi (240 g/cm2) / 61.5 lbs x 2,,,,,,,,,,,,,10.5 gallon,"13,670 ft2/hr",,,,33.5”,,,,,,,,,,,,,
BR 40/25 C Bp,KE98410920,default,simple,176 lbs,BR 40/25 C Bp,18” inches,9.841-092.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/vw2aI5WRjsE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgZ0RIOHNJeW9XT1E/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"5,493.30",,,1000,1,1,4,BR 40-25 Cylin Main.jpg,BR 40-25 Cylin Main.jpg,BR 40-25 Cylin Main.jpg,BR 40-25 Control Panel.jpg;BR 40-25 Car Showroom.jpg,Walk-Behind Scrubbers,"45.5"" x 25"" x 44""",,,24 V,,,"19,375 ft2/hr","1,500 rpm",,,,,"1,200 W",70 dBA,,,,,,,,,,,,,,,,,,,,,,,10.5 gallon,"11,625 ft2/hr",,,,33.5”,,,,,,,,,,,,,
BD 40/25 C Bp,KE98410940,default,simple,187 lbs,BD 40/25 C Bp,22” inches,9.841-094.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/vw2aI5WRjsE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgZ0RIOHNJeW9XT1E/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$5,501.88",,,1000,1,1,4,BR 40-25 Disc Main.jpg,BR 40-25 Disc Main.jpg,BR 40-25 Disc Main.jpg,BR 40-25 Control Panel.jpg;BR 40-25 Car Showroom.jpg,Walk-Behind Scrubbers,"45.5"" x 25"" x 44""",,,24 V,,,"23,680 ft2/h",140 rpm,,,,,"1,200 W",70 dBA,,,,,,,,,,,,,,,,,,,,,,,10.5 gallon,"14,200 ft2/hr",,,,33.5”,,,,,,,,,,,,,
B 40 C/W Bp Non-Traction Drive,KE98411200,default,simple,370 lbs,B 40 C/W Bp Non-Traction Drive,17”-22” inches,9.841-120.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgRWJJTUk2OHBaZlk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$4,325.00",,,1000,1,1,4,B 40 Cylindrical 602 X 700.jpg,B 40 Cylindrical 602 X 700.jpg,B 40 Cylindrical 602 X 700.jpg,B 40 Rear 602 X 700.jpg;B 40 Control 602 X 700.jpg;B 40 C-W Bp Configurations 602 X 700.jpg;B 40 C-W Bp Classroom 602 X 700-01.jpg,Walk-Behind Scrubbers,49”×22.6”×45”,,,,,,"18,300 - 23,680",,,,,,,,,,,,,,,,,,,,,,,"180 RPM(D) 1,200 RPM (R)",,,,,,,10.6/10.6 gallon,,,.68 gal/min,,33.5”,,,,,,,,,,,,,
B 40 C/W Bp With Traction Drive,KE98411220,default,simple,370 lbs,B 40 C/W Bp With Traction Drive,17”-22” inches,9.841-122.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgRWJJTUk2OHBaZlk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$5,779.00",,,1000,1,1,4,B 40 Cylindrical 602 X 700.jpg,B 40 Cylindrical 602 X 700.jpg,B 40 Cylindrical 602 X 700.jpg,B 40 Rear 602 X 700 (1).jpg;B 40 Control 602 X 700 (1).jpg;B 40 C-W Bp Configurations 602 X 700 (1).jpg;B 40 C-W Bp Classroom 602 X 700-01 (1).jpg,Walk-Behind Scrubbers,49”×22.6”×45”,,,,,,"18,300 - 23,680",,,,,,,,,,,,,,,,,,,,,,,"180 RPM(D) 1,200 RPM (R)",,,,,,,10.6/10.6 gallon,,,.68 gal/min,,33.5”,,,,,,,,,,,,,
B 60 W Bp,KE98411710,default,simple,254 lbs,B 60 W Bp,"22"" - 26"" inches",9.841-171.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgY2htZmd4UHA3R2c/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$8,050.00",,,1000,1,1,4,B 60 Showroom Main Image 602 X 700.jpg,B 60 Showroom Main Image 602 X 700.jpg,B 60 Showroom Main Image 602 X 700.jpg,B 60 W Bp.jpg;B 60 Gym Pool 602 X 700-01.jpg;B 60 Warehouse.jpg;B 60 Office 602 X 700.jpg,Walk-Behind Scrubbers,"60"" x 29"" x 45""",,,,,,"23,680 - 27,986",,,,,,,,,,,,,,,,,,,,,,,180 RPM(D) 2000 RPM(R),,,,,,,16/16 gallons,,,1 gallon,,"33"" - 37""",,,,,,,,,,,,,
B 80 W Bp,KE98411970,default,simple,293 lbs,B 80 W Bp,26”-30” inches,9.841-197.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/7jRzk_I4dnE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgZU5sSDBtR3Bxd2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$9,861.99",,,1000,1,1,4,B 80 Cyl Main 602 X 700.jpg,B 80 Cyl Main 602 X 700.jpg,B 80 Cyl Main 602 X 700.jpg,B 80 Disc Main.jpg;B 80 Disc Front.jpg;B 80 Controls.jpg;B 80 Batteries.jpg;B 80 Head Installation.jpg;B 80 Warehouse Use.jpg,Walk-Behind Scrubbers,"64"" x 32"" x 45",,,,,,"23,680 - 27,986",,,,,,,,,,,,,,,,,,,,,,,180 RPM(D) 2000 RPM(R),,,,,,,21/21 gallons,,,2 gallons,,"37"" inches",,,,,,,,,,,,,
B 90 R Adv Bp,KE11613080,default,simple,331 lbs,B 90 R Adv Bp,22” / 26” / 30”,1.161-308.0,Equipment,Floor Care & General Equipment,,"5, 32",Commercial Floor Care,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/LUqBrzJ5Nus,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgTThFNmFUU2F0elk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$11,723.88",,,1000,1,1,4,B 90 Main Image.jpg,B 90 Main Image.jpg,B 90 Main Image.jpg,B90 Top View.jpg;B90Batteries_zps5fde1477.jpg;B 90 Controls.jpg;B 90 Batteries.jpg;B 90 Airport 602 X 700.jpg;B 90 Mall 602 X 700.jpg,Ride-On Scrubbers,"57"" x 32"" x 47""",,,24 V,,,"42,000 ft2/hr",,,,,,,,,,,,,,,,,,,,,,,180 RPM(D) 2000 RPM(R),,,,,,,24 /24 gallons,,,,,"37"" inches",,,,,,,,,,,,,
Puzzi 100,KE11001230,default,simple,22.7 lbs (10.3 kg),Puzzi 100,,1.100-123.0,Equipment,Floor Care & General Equipment,For Your Home,"4, 34",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgOVdjN29NLXJDVlk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,$974.64,,,1000,1,1,4,Puzzi 100.jpg,Puzzi 100.jpg,Puzzi 100.jpg,Puzzi 100 Office.jpg;Puzzi 100 Transport.jpg,,26.2” x 12.6” x 17.1”,,"1.7 hp (1,250 W)",,,,215-270 ft2/hr,,,,,,,,,88”,,,"1,250 W / 40 W",,,114 cfm,,,,,,,,,,,,,,,2.6 gallon / 2.3 gallon,,,,14.5 psi,,.26 gallon,,,,,,,,,,,,
Puzzi 8/1 C,KE11002230,default,simple,19.8 lbs (9 kg),Puzzi 8/1 C,,1.100-223.0,Equipment,Floor Care & General Equipment,For Your Home,"4, 34",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgTmlUTmp1VFFCdUk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,$709.92,,,1000,1,1,4,Puzzi 8-1 C Grey.jpg,Puzzi 8-1 C Grey.jpg,Puzzi 8-1 C Grey.jpg,Puzzi 8-1 C Transport.jpg,,20.8” x 13” x 17.3”,,"1.5 hp (1,100 W)",,Up to 96%*,,129 – 194 ft2/hr,,,,,,,71 dBA,,87”,,,"1,100 W / 40 W",,,115 cfm,,,,,,,,,,,,,,,2 gallon / 1.8 gallon,,,,14.5 psi,,.26 gallon,,,,,,,,,,,,
BRC 30/15 C,KE10080580,default,simple,75 lbs,BRC 30/15 C,10’’ inches,1.008-058.0,Equipment,Floor Care & General Equipment,,"5, 35",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/7t4C0RN2sqo,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgMFlnSXFHWHVLT2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$1,758.00",,,1000,1,1,4,BRC 30-15 C Main.jpg,BRC 30-15 C Main.jpg,BRC 30-15 C Main.jpg,BRC 30-15 C Top View.jpg;BRC 30-15 C Cleaning View.jpg;BRC 30-15 C In Use.jpg,,36.3” x 14” x 30”,,"1.5 hp (1,100 W)",,,,,,,,,,80 W,73 dBA,,,,,,,,100” waterlift,,,,,,,,,,,,,,,4.6 gallon / 3.9 gallon,,,,,12.5”,,,,,,,,,,,,,
BRC 46/38 C,KE10080540,default,simple,94 lbs,BRC 46/38 C,18” inches,1.008-054.0,Equipment,Floor Care & General Equipment,,"5, 35",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/7t4C0RN2sqo,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgMFlnSXFHWHVLT2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,643.73",,,1000,1,1,4,BRC 46-38 C Main.jpg,BRC 46-38 C Main.jpg,BRC 46-38 C Main.jpg,,,33” x 21” x 44”,,"3 stage, bypass, 1.5 hp",,,,,,,,,,250 W,75 lbs,,117”,,,,,,100 cfm,,,,,,,,,,,,,,,10/10 gallon,,,,,21”,,,,,,,,,,,,,
BRC 46/76 W,KE10086500,default,simple,120 lbs,BRC 46/76 W,18” inches,1.008-650.0,Equipment,Floor Care & General Equipment,,"5, 35",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/7t4C0RN2sqo,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgMFlnSXFHWHVLT2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$7,281.75",,,1000,1,1,4,BRC 46-76 W Main.jpg,BRC 46-76 W Main.jpg,BRC 46-76 W Main.jpg,,,51” x 22” x 44”,,"3 stage, bypass, 1.5 hp",,,,,,,,,,250 W,75 lbs,,120”,,,,,,100 cfm,,,,,,,,,,,,,,,10/10 gallon,,,,,22”,,,,,,,,,,,,,
Puzzi 50/14,KE10066730,default,simple,134 lbs,Puzzi 50/14,,1.006-673.0,Equipment,Floor Care & General Equipment,,"5, 35",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgMzVTaUtRZDBmV2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$2,947.43",,,1000,1,1,4,Puzzi Main.jpg,Puzzi Main.jpg,Puzzi Main.jpg,Puzzi Rear.jpg;Puzzi W-hose and wand.jpg,,30.5” x 22” x 43.25”,,"Two, three stage",,,,,,,,,,,,2 cord,74”,,,,,,111 cfm,,,,,,,,,,,,,1850 W,,13 / 11 gallon,,,,,,,,,,,,,,,,,,
Puzzi 50/35,KE10066720,default,simple,115 lbs,Puzzi 50/35,,1.006-672.0,Equipment,Floor Care & General Equipment,,"5, 35",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgMzVTaUtRZDBmV2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,099.74",,,1000,1,1,4,Puzzi Main.jpg,Puzzi Main.jpg,Puzzi Main.jpg,Puzzi Rear.jpg;Puzzi W-hose and wand.jpg,,30.5” x 22” x 43.25”,,"One, three stage",,,,,,,,,,,,1 cord,107”,,,,,,73 cfm,,,,,,,,,,,,,,,13 / 11 gallon,,,,,,,,,,,,,,,,,,
Puzzi 64/35,KE10066740,default,simple,139 lbs,Puzzi 64/35,,1.006-674.0,Equipment,Floor Care & General Equipment,,"5, 35",Extractors,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgMzVTaUtRZDBmV2s/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$3,935.33",,,1000,1,1,4,Puzzi Main.jpg,Puzzi Main.jpg,Puzzi Main.jpg,Puzzi Rear.jpg;Puzzi W-hose and wand.jpg,,30.5” x 22” x 43.25”,,"Two, three stage",,,,,,,,,,,,2 cord,74”,,,,,,111 cfm,,,,,,,,,,,,,1850 W,,17 / 14 gallon,,,,,,,,,,,,,,,,,,
DE 4002,KE10928010,default,simple,17 lbs,DE 4002,,1.092-801.0,Equipment,Floor Care & General Equipment,For Your Home,4,Steamer/Sanitizer,,,,,,,,,,,,,,,,,,,,,,,110 V,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgV21ZUGZBdzZYOGs/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,"$1,456.46",,,1000,1,1,4,DE 4002 Main.jpg,DE 4002 Main.jpg,DE 4002 Main.jpg,DE 4002 Different views w-accs.jpg;DE 4002 Kitchen Application.jpg,,18” x 12” x 10.4”,,,,,,,,,,,,,,24.5”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.63 gallon,,,,,,,,,,,248 Degrees/3.2 Bar
AB 84 CUL,KE10040530,default,simple,39 lbs (17.6 kg),AB 84 CUL,,1.004-053.0,Equipment,Floor Care & General Equipment,For Your Home,4,Air Mover,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/f1qgsByhIRE,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgOFpLMXM4enlyUGs/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,$327.11,,,1000,1,1,4,AB 84 CUL Main 600 x 702.jpg,AB 84 CUL Main 600 x 702.jpg,AB 84 CUL Main 600 x 702.jpg,AB 84 CUL 600 x 702.jpg;AB 84 CUL Switch 600 x 702-01.jpg;AB 84 CUL Transport 600 x 702-01.jpg;AB 84 CUL Stairs 600 x 702-01.jpg,,22.8” x 16” x 10.4”,,,,,,,,,,,,,,25',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 m3/min / 70 m3/min / 84 m3/min,,,,,,,,1050 rpm / 1350 rpm / 1600 rpm,,
EB 30/1,KE15451210,default,simple,5 lbs (2.3 kg),EB 30/1,12” inches,1.545-121.0,Equipment,Floor Care & General Equipment,For Your Home,"4, 27",Sweepers,,,,,,,,,,,,,,,,,,,,,,,,,http://youtu.be/qluLfPRSpoA,,,,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,https://drive.google.com/file/d/0B1jYJotztiSgZGhHeXROblFOZkk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,$178.16,,,1000,1,1,4,EB 30-1.jpg,EB 30-1.jpg,EB 30-1.jpg,EB 30-1 Brush removal.jpg;EB 30-1 Tray removal.jpg;EB 30-1 Battery removal.jpg;EB 30-1 Business.jpg;EB 30-1 Concession stand.jpg;EB 30-1 Stairs.jpg,Walk-Behind Sweeper,9.8” x 11.8” x 43.3”,,,,,,,,,,,,,56 dBa,,,,,,,,,,,,,,12 hr,,,,30 min / 45 min 12 hrs,,,,,,,,,,,,,,,,,.26 gallon,,,,,,
